state,district,url,2016_republican_candidate,2016_republican_pct,2016_republican_votes,2014_republican_candidate,2014_republican_pct,2014_republican_votes,2014_democratic_candidate,2014_democratic_pct,2014_democratic_votes,2012_republican_candidate,2012_republican_pct,2012_republican_votes,2024_republican_candidate,2024_republican_pct,2024_republican_votes,2024_democratic_candidate,2024_democratic_pct,2024_democratic_votes,2022_republican_candidate,2022_republican_pct,2022_republican_votes,2022_libertarian_candidate,2022_libertarian_pct,2022_libertarian_votes,2020_republican_candidate,2020_republican_pct,2020_republican_votes,2020_democratic_candidate,2020_democratic_pct,2020_democratic_votes,2018_republican_candidate,2018_republican_pct,2018_republican_votes,2018_democratic_candidate,2018_democratic_pct,2018_democratic_votes,2016_democratic_candidate,2016_democratic_pct,2016_democratic_votes,2012_democratic_candidate,2012_democratic_pct,2012_democratic_votes,2022_democratic_candidate,2022_democratic_pct,2022_democratic_votes,2020_libertarian_candidate,2020_libertarian_pct,2020_libertarian_votes,2022_independent_candidate,2022_independent_pct,2022_independent_votes,2014_independent_candidate,2014_independent_pct,2014_independent_votes,2020_independent_candidate,2020_independent_pct,2020_independent_votes,2016_libertarian_candidate,2016_libertarian_pct,2016_libertarian_votes,2016_independent_candidate,2016_independent_pct,2016_independent_votes,2014_libertarian_candidate,2014_libertarian_pct,2014_libertarian_votes,2012_libertarian_candidate,2012_libertarian_pct,2012_libertarian_votes,2016_green_candidate,2016_green_pct,2016_green_votes,2024_independent_candidate,2024_independent_pct,2024_independent_votes,2024_green_candidate,2024_green_pct,2024_green_votes,2012_independent_candidate,2012_independent_pct,2012_independent_votes,2018_green_candidate,2018_green_pct,2018_green_votes,2012_green_candidate,2012_green_pct,2012_green_votes,2024_libertarian_candidate,2024_libertarian_pct,2024_libertarian_votes,2018_libertarian_candidate,2018_libertarian_pct,2018_libertarian_votes,2022_green_candidate,2022_green_pct,2022_green_votes,2018_independent_candidate,2018_independent_pct,2018_independent_votes,2014_green_candidate,2014_green_pct,2014_green_votes,2020_green_candidate,2020_green_pct,2020_green_votes,2012_conservative_candidate,2012_conservative_pct,2012_conservative_votes,2021_democratic_candidate,2021_democratic_pct,2021_democratic_votes,2024_conservative_candidate,2024_conservative_pct,2024_conservative_votes,2016_conservative_candidate,2016_conservative_pct,2016_conservative_votes,2021_republican_candidate,2021_republican_pct,2021_republican_votes,2021_independent_candidate,2021_independent_pct,2021_independent_votes,2021_libertarian_candidate,2021_libertarian_pct,2021_libertarian_votes,2014_conservative_candidate,2014_conservative_pct,2014_conservative_votes,2020_conservative_candidate,2020_conservative_pct,2020_conservative_votes,2022_conservative_candidate,2022_conservative_pct,2022_conservative_votes,2018_conservative_candidate,2018_conservative_pct,2018_conservative_votes,2019_republican_candidate,2019_republican_pct,2019_republican_votes,2019_democratic_candidate,2019_democratic_pct,2019_democratic_votes,2019_libertarian_candidate,2019_libertarian_pct,2019_libertarian_votes,2019_green_candidate,2019_green_pct,2019_green_votes,2023_democratic_candidate,2023_democratic_pct,2023_democratic_votes,2023_republican_candidate,2023_republican_pct,2023_republican_votes,2023_libertarian_candidate,2023_libertarian_pct,2023_libertarian_votes,2023_independent_candidate,2023_independent_pct,2023_independent_votes
Hawaii,2,https://ballotpedia.org/Hawaii's_2nd_Congressional_District,Angela Aulani Kaaihue,18.8%,"39,668",Kawika Crowley,17.9%,"33,624",Tulsi GabbardIncumbent,75.8%,"141,996","Kawika ""David"" Crowley",18.6%,"40,707",Steven Bond(R),30.2,"75,471",Jill Tokuda(D),66.5,"166,251",Joseph Akana(R),35.3,"72,874",Michelle Rose Tippens(L),2.5,"5,130",Joseph Akana(R),30.9,"84,027",Kaiali'i Kahele(D),63.0,"171,517",Brian Evans(R),22.6,"44,850",Tulsi Gabbard(D),77.4,"153,271",Tulsi GabbardIncumbent,81.2%,"170,848",Tulsi Gabbard,76.9%,"168,503",Jill Tokuda(D),62.2,"128,407",Michelle Rose Tippens(L),2.5,"6,785",,,,,,,,,,,,,,,,Joe Kent,2.5%,"4,692",,,,,,,,,,,,,,,,,,,,,,Aaron Toman(L),1.8,"4,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1,https://ballotpedia.org/Idaho's_1st_Congressional_District,Raul LabradorIncumbent,68.2%,"242,252",Raul LabradorIncumbent,65%,"143,580",Shirley Ringo,35%,"77,277",Raul R. LabradorIncumbent,63%,"199,402",Russ Fulcher(R),71.0,"331,049",Kaylee Peterson(D),25.4,"118,656",Russ Fulcher(R),71.3,"222,901",Darian Drake(L),2.3,"7,280",Russ Fulcher(R),67.8,"310,736",Rudy Soto(D),28.6,"131,380",Russ Fulcher(R),62.8,"197,719",Cristina McNeil(D),30.8,"96,922",James Piotrowski,31.8%,"113,052",Jimmy Farris,30.8%,"97,450",Kaylee Peterson(D),26.3,"82,261",Joe Evans(L),3.6,"16,453",,,,,,,Pro-Life(Independent) (Write-in),0.0,7,,,,,,,,,,Rob Oates,3.9%,"12,265",,,,David Bot(Independent) (Write-in),0.0,3,,,,Pro-Life,2.4%,"7,607",,,,,,,Matt Loesby(L),2.1,"9,594",W. Scott Howard(L),1.7,"5,435",,,,Gordon Counsil(Independent),0.3,"1,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2,https://ballotpedia.org/Idaho's_2nd_Congressional_District,Michael SimpsonIncumbent,62.9%,"205,292",Mike SimpsonIncumbent,61.4%,"131,492",Richard Stallings,38.6%,"82,801",Mike SimpsonIncumbent,65.1%,"207,412",Michael K. Simpson(R),61.4,"250,119",David Roth(D),31.0,"126,229",Michael K. Simpson(R),63.6,"172,450",,,,Michael K. Simpson(R),64.1,"250,669",Aaron Swisher(D),31.7,"124,151",Michael K. Simpson(R),60.7,"170,274",Aaron Swisher(D),39.3,"110,381",Jennifer Martinez,29.4%,"95,940",Nicole LeFavour,34.8%,"110,847",Wendy Norman(D),36.4,"98,736",Idaho Law(L),2.0,"7,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Todd Corsetti(L),5.2,"21,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,1,https://ballotpedia.org/Illinois'_1st_Congressional_District,August (O'Neill) Deuser,25.9%,"81,817",Jimmy Lee Tillman,26.9%,"59,749",Bobby RushIncumbent,73.1%,"162,268",Donald Peloquin,26.2%,"83,989",Marcus Lewis(R),34.1,"108,064",Jonathan Jackson(D),65.8,"208,398",Eric Carlson(R),33.0,"78,258",,,,Philanise White(R),26.2,"85,027",Bobby Rush(D),73.8,"239,943",Jimmy Lee Tillman II(R),19.8,"50,960",Bobby Rush(D),73.5,"189,560",Bobby RushIncumbent,74.1%,"234,037",Bobby RushIncumbent,73.8%,"236,854",Jonathan Jackson(D),67.0,"159,142",,,,Babette Peyton(Independent) (Write-in),0.0,12,,,,Ruth Pellegrini(Independent) (Write-in),0.0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Rudbeck(Independent),6.7,"17,365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,10,https://ballotpedia.org/Illinois'_10th_Congressional_District,Robert DoldIncumbent,47.4%,"135,535",Bob Dold Jr.,51.3%,"95,992",Brad SchneiderIncumbent,48.7%,"91,136",Robert J. DoldIncumbent,49.4%,"130,564",Jim Carris(R),40.0,"131,025",Brad Schneider(D),59.9,"196,358",Joseph Severino(R),37.0,"89,599",,,,Valerie Ramirez Mukherjee(R),36.1,"114,442",Brad Schneider(D),63.9,"202,402",Doug Bennett(R),34.6,"80,361",Brad Schneider(D),65.4,"151,860",Brad Schneider,52.6%,"150,435",Brad Schneider,50.6%,"133,890",Brad Schneider(D),63.0,"152,566",,,,,,,,,,David Rych(Independent) (Write-in),0.0,12,,,,,,,,,,,,,,,,Joseph Severino(Independent) (Write-in),0.1,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,11,https://ballotpedia.org/Illinois'_11th_Congressional_District,Tonia Khouri,39.6%,"108,995",Darlene Senger,46.5%,"81,335",Bill FosterIncumbent,53.5%,"93,436",Judy BiggertIncumbent,41.4%,"105,348",Jerry Evans(R),44.4,"159,630",Bill Foster(D),55.6,"199,825",Catalina Lauf(R),43.5,"115,069",,,,Rick Laib(R),36.7,"112,807",Bill Foster(D),63.3,"194,557",Nick Stella(R),36.2,"82,358",Bill Foster(D),63.8,"145,407",Bill FosterIncumbent,60.4%,"166,578",Bill Foster,58.6%,"148,928",Bill Foster(D),56.5,"149,172",,,,Donald Wagner(Independent) (Write-in),0.0,0,,,,Jon Harlson(Independent) (Write-in),0.0,13,,,,,,,,,,,,,,,,Anna Schiefelbein(Independent) (Write-in),0.1,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,12,https://ballotpedia.org/Illinois'_12th_Congressional_District,Mike BostIncumbent,54.3%,"169,976",Mike Bost,52.5%,"110,038",Bill EnyartIncumbent,41.9%,"87,860",Jason Plummer,42.7%,"129,902",Mike Bost(R),74.2,"272,754",Brian Roberts(D),25.8,"94,875",Mike Bost(R),75.0,"218,379",,,,Mike Bost(R),60.4,"194,839",Ray Lenzi(D),39.6,"127,577",Mike Bost(R),51.6,"134,884",Brendan Kelly(D),45.4,"118,724",C.J. Baricevic,39.7%,"124,246",William Enyart,51.7%,"157,000",Homer Markel(D),25.0,"72,791",,,,,,,,,,,,,,,,,,,,,,,,,Paula Bradshaw,6%,"18,780",,,,,,,,,,Randy Auxier(G),3.0,"7,935",Paula Bradshaw,5.6%,"17,045",,,,,,,,,,,,,Paula Bradshaw,5.6%,"11,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,13,https://ballotpedia.org/Illinois'_13th_Congressional_District,Rodney DavisIncumbent,59.7%,"187,583",Rodney DavisIncumbent,58.7%,"123,337",Ann Callis,41.3%,"86,935",Rodney Davis,46.5%,"137,034",Joshua Loyd(R),41.9,"137,917",Nikki Budzinski(D),58.1,"191,339",Regan Deering(R),43.4,"108,646",,,,Rodney Davis(R),54.5,"181,373",Betsy Londrigan(D),45.5,"151,648",Rodney Davis(R),50.4,"136,516",Betsy Londrigan(D),49.6,"134,458",Mark Wicklund,40.3%,"126,811",David Gill,46.2%,"136,032",Nikki Budzinski(D),56.6,"141,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,Chibu Asonye(Independent) (Write-in),0.1,244,,,,John Hartman,7.2%,"21,319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,14,https://ballotpedia.org/Illinois'_14th_Congressional_District,Randy HultgrenIncumbent,59.3%,"200,508",Randy HultgrenIncumbent,65.4%,"145,369",Dennis Anderson,34.6%,"76,861",Randy HultgrenIncumbent,58.8%,"177,603",James Marter(R),44.9,"149,464",Lauren Underwood(D),55.1,"183,446",Scott Gryder(R),45.8,"108,451",,,,Jim Oberweis(R),49.3,"197,835",Lauren Underwood(D),50.7,"203,209",Randy Hultgren(R),47.5,"141,164",Lauren Underwood(D),52.5,"156,035",Jim Walz,40.7%,"137,589",Dennis Anderson,41.2%,"124,351",Lauren Underwood(D),54.2,"128,141",,,,Barry Wilson(Independent) (Write-in),0.0,8,,,,Joseph Monack(Independent) (Write-in),0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,15,https://ballotpedia.org/Illinois'_15th_Congressional_District,John ShimkusIncumbent,100%,"274,554",John ShimkusIncumbent,74.9%,"166,274",Eric Thorsland,25.1%,"55,652",John ShimkusIncumbent,68.6%,"205,775",Mary Miller(R),99.5,"308,825",,,,Mary Miller(R),71.1,"213,007",,,,Mary Miller(R),73.4,"244,947",Erika Weaver(D),26.6,"88,559",John Shimkus(R),70.9,"181,294",Kevin Gaither(D),29.1,"74,309",,,,Angela Michael,31.4%,"94,162",Paul Lange(D),28.9,"86,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,16,https://ballotpedia.org/Illinois'_16th_Congressional_District,Adam KinzingerIncumbent,99.9%,"259,722",Adam KinzingerIncumbent,70.6%,"153,388",Randall Olsen,29.4%,"63,810",Adam KinzingerIncumbent,61.8%,"181,789",Darin LaHood(R),99.9,"310,925",,,,Darin LaHood(R),66.3,"197,621",,,,Adam Kinzinger(R),64.7,"218,839",Dani Brzozowski(D),35.3,"119,313",Adam Kinzinger(R),59.1,"151,254",Sara Dady(D),40.9,"104,569",,,,Wanda Rohl,38.2%,"112,301",Elizabeth Haderlein(D),33.7,"100,325",,,,,,,,,,Roy Jones(Independent) (Write-in),0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,17,https://ballotpedia.org/Illinois'_17th_Congressional_District,Patrick Harlan,39.7%,"113,943",Bobby Schilling,44.5%,"88,785",Cheri BustosIncumbent,55.5%,"110,560",Bobby SchillingIncumbent,46.7%,"134,623",Joseph G. McGraw(R),45.6,"142,567",Eric Sorensen(D),54.4,"170,261",Esther Joy King(R),48.0,"111,931",,,,Esther Joy King(R),48.0,"143,863",Cheri Bustos(D),52.0,"156,011",Bill Fawell(R),37.9,"87,090",Cheri Bustos(D),62.1,"142,659",Cheri BustosIncumbent,60.3%,"173,125",Cheri Bustos,53.3%,"153,519",Eric Sorensen(D),52.0,"121,186",,,,,,,,,,General Parker(Independent) (Write-in),0.0,21,,,,,,,,,,,,,,,,,,,,,,Eric Reyes,0%,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2,https://ballotpedia.org/Illinois'_2nd_Congressional_District,John Morrow,20.2%,"59,471",Eric Wallace,21.4%,"43,799",Robin KellyIncumbent,78.5%,"160,337",Brian Woodworth,23.2%,"69,115",Ashley Ramos(R),32.4,"94,004",Robin Kelly(D),67.5,"195,777",Thomas Lynch(R),35.0,"68,761",,,,Theresa Raborn(R),21.2,"63,142",Robin Kelly(D),78.8,"234,896",David Merkle(R),19.3,"43,875",Robin Kelly(D),80.7,"183,816",Robin KellyIncumbent,79.8%,"235,051",Jesse Jackson Jr.Incumbent,63.3%,"188,303",Robin Kelly(D),65.0,"127,650",,,,,,,Marcus Lewis (Write-in),0.1%,130,,,,,,,,,,,,,,,,,,,Mike Vick(Independent) (Write-in),0.0,33,,,,Marcus Lewis,13.5%,"40,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,3,https://ballotpedia.org/Illinois'_3rd_Congressional_District,,,,Sharon Brannigan,35.4%,"64,091",Dan LipinskiIncumbent,64.6%,"116,764",Richard Grabowski,31.5%,"77,653",John Booras(R),32.7,"84,987",Delia Ramirez(D),67.3,"174,825",Justin Burau(R),31.5,"55,995",,,,Mike Fricilone(R),43.6,"133,851",Marie Newman(D),56.4,"172,997",Arthur Jones(R),25.9,"57,885",Daniel Lipinski(D),73.0,"163,053",Daniel LipinskiIncumbent,100%,"225,320",Daniel LipinskiIncumbent,68.5%,"168,738",Delia Ramirez(D),68.5,"121,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,Angel Oakley(Independent) (Write-in),0.0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,4,https://ballotpedia.org/Illinois'_4th_Congressional_District,,,,Hector Concepcion,21.9%,"22,278",Luis GutierrezIncumbent,78.1%,"79,666",Hector Concepcion,17%,"27,279",Lupe Castillo(R),27.3,"56,323",Jesus Garcia(D),67.5,"139,343",James Falakos(R),28.1,"37,352",,,,Jesus Solorio(R),15.9,"35,518",Jesus Garcia(D),84.1,"187,219",Mark Wayne Lorch(R),13.4,"22,294",Jesus Garcia(D),86.6,"143,895",Luis GutierrezIncumbent,100%,"171,297",Luis GutierrezIncumbent,83%,"133,226",Jesus Garcia(D),68.4,"91,036",,,,Alicia Martinez(Independent) (Write-in),0.0,54,,,,,,,,,,,,,,,,,,,,,,Alicia Martinez(Independent) (Write-in),0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,5,https://ballotpedia.org/Illinois'_5th_Congressional_District,Vince Kolber,27.5%,"86,222",Vince Kolber,30.6%,"56,350",Mike QuigleyIncumbent,63.2%,"116,364",Dan Schmitt,28.6%,"77,289",Tom Hanson(R),31.0,"112,931",Mike Quigley(D),69.0,"251,025",Tom Hanson(R),28.8,"79,112",,,,Tom Hanson(R),26.6,"96,200",Mike Quigley(D),70.8,"255,661",Tom Hanson(R),23.3,"65,134",Mike Quigley(D),76.7,"213,992",Mike QuigleyIncumbent,67.8%,"212,842",Mike QuigleyIncumbent,65.7%,"177,729",Mike Quigley(D),69.6,"190,999",,,,Jerico Matias Cruz(Independent),1.6,"4,439",,,,Frank Rowder(Independent) (Write-in),0.0,2,,,,,,,,,,,,,Rob Sherman,4.7%,"14,657",Frank Rowder(Independent) (Write-in),0.0,9,,,,,,,,,,Nancy Wade,5.7%,"15,359",,,,,,,,,,,,,Nancy Wade,6.1%,"11,305",Thomas Wilda(G),2.6,"9,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,6,https://ballotpedia.org/Illinois'_6th_Congressional_District,Peter RoskamIncumbent,59.2%,"208,555",Peter RoskamIncumbent,67.1%,"160,278",Michael Mason,32.9%,"78,465",Peter RoskamIncumbent,59.2%,"193,138",Niki Conforti(R),45.8,"166,116",Sean Casten(D),54.2,"196,647",Keith Pekau(R),45.6,"126,351",,,,Jeanne M. Ives(R),45.4,"183,891",Sean Casten(D),52.8,"213,777",Peter J. Roskam(R),46.4,"146,445",Sean Casten(D),53.6,"169,001",Amanda Howland,40.8%,"143,591",Leslie Coolidge,40.8%,"132,991",Sean Casten(D),54.4,"150,496",Bill Redpath(L),1.7,"7,079",Arthur Jones(Independent) (Write-in),0.0,12,,,,,,,,,,,,,,,,,,,,,,Peter Meyer Jr.(Independent) (Write-in),0.0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,7,https://ballotpedia.org/Illinois'_7th_Congressional_District,Jeffrey Leef,15.8%,"46,882",Robert Bumpers,14.9%,"27,168",Danny K. DavisIncumbent,85.1%,"155,110",Rita Zak,11%,"31,466",Chad Koppie(R),16.7,"44,598",Danny K. Davis(D),83.3,"222,408",,,,,,,Craig Cameron(R),13.3,"41,390",Danny K. Davis(D),80.4,"249,383",Craig Cameron(R),12.4,"30,497",Danny K. Davis(D),87.6,"215,746",Danny K. DavisIncumbent,84.2%,"250,584",Danny K. DavisIncumbent,84.6%,"242,439",Danny K. Davis(D),99.9,"167,650",,,,Joshua Loyd(Independent) (Write-in),0.0,3,,,,Richard Mayers(Independent) (Write-in),0.0,0,,,,,,,,,,,,,,,,Lowell Seida(Independent) (Write-in),0.0,13,,,,John H. Monaghan,4.4%,"12,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,8,https://ballotpedia.org/Illinois'_8th_Congressional_District,Pete DiCianni,41.7%,"103,617",Lawrence Kaifesh,44.3%,"66,878",Tammy DuckworthIncumbent,55.7%,"84,178",Joe WalshIncumbent,45.3%,"101,860",Mark Rice(R),42.9,"130,153",Raja Krishnamoorthi(D),57.1,"172,920",Chris Dargis(R),43.1,"89,335",,,,,,,Raja Krishnamoorthi(D),73.2,"186,251",Jitendra Diganvker(R),34.0,"67,073",Raja Krishnamoorthi(D),66.0,"130,054",Raja Krishnamoorthi,58.3%,"144,954",Tammy Duckworth,54.7%,"123,206",Raja Krishnamoorthi(D),56.9,"117,880",Preston Nelson(L),26.8,"68,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Gregory Canfield,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,9,https://ballotpedia.org/Illinois'_9th_Congressional_District,Joan McCarthy Lasonde,33.5%,"109,550",Susanne Atanus,33.9%,"72,384",Jan SchakowskyIncumbent,66.1%,"141,000",Timothy Wolfe,33.7%,"98,924",Seth Alan Cohen(R),31.6,"107,106",Jan Schakowsky(D),68.4,"231,722",Max Rice(R),28.3,"70,915",,,,Sargis Sangari(R),29.0,"107,125",Jan Schakowsky(D),71.0,"262,045",John Elleson(R),26.5,"76,983",Jan Schakowsky(D),73.5,"213,368",Janice SchakowskyIncumbent,66.5%,"217,306",Jan SchakowskyIncumbent,66.3%,"194,869",Jan Schakowsky(D),71.7,"179,615",,,,,,,Phil Collins (Write-in),0%,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1,https://ballotpedia.org/Indiana's_1st_Congressional_District,,,,Mark Leyva,35.8%,"51,000",Peter ViscloskyIncumbent,60.8%,"86,579",Joel Phelps,32.7%,"91,291",Randell Niemeyer(R),44.9,"145,056",Frank Mrvan(D),53.4,"172,467",Jennifer-Ruth Green(R),47.2,"100,542",,,,Mark Leyva(R),40.4,"132,247",Frank Mrvan(D),56.6,"185,180",Mark Leyva(R),34.9,"85,594",Peter Visclosky(D),65.1,"159,611",Peter ViscloskyIncumbent,81.5%,"207,515",Peter J. ViscloskyIncumbent,67.3%,"187,743",Frank Mrvan(D),52.8,"112,656",Edward Michael Strauss(L),2.9,"9,521",William Powers(Independent) (Write-in),0.0,9,,,,,,,Donna Dunn,18.5%,"47,051",,,,Donna Dunn,3.3%,"4,714",,,,,,,,,,,,,,,,,,,,,,Dakotah Miskus(L),1.6,"5,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2,https://ballotpedia.org/Indiana's_2nd_Congressional_District,Jackie WalorskiIncumbent,59.3%,"164,355",Jackie WalorskiIncumbent,58.9%,"85,583",Joe Bock,38.3%,"55,590",Jackie Walorski,49%,"134,033",Rudy Yakym(R),62.7,"184,848",Lori A. Camp(D),34.6,"101,962",Rudy Yakym(R),64.6,"125,313",William Henry(L),3.0,"5,858",Jackie Walorski(R),61.5,"183,601",Pat Hackett(D),38.5,"114,967",Jackie Walorski(R),54.8,"125,499",Mel Hall(D),45.2,"103,363",Lynn Coleman,36.9%,"102,401",Brendan Mullen,47.6%,"130,113",Paul Steury(D),32.4,"62,891",,,,Mike Hubbard(Independent) (Write-in),0.0,11,,,,,,,Ron Cenkush,3.8%,"10,601",,,,Jeff Petermamm,2.8%,"4,027",Joe Ruiz,3.4%,"9,326",,,,Mike Hubbard(Independent) (Write-in),0.0,13,,,,"Kenneth R. Lunce, Jr. (Write-in)",0%,3,,,,,,,William Henry(L),2.6,"7,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,3,https://ballotpedia.org/Indiana's_3rd_Congressional_District,Jim Banks,70.1%,"201,396",Marlin StutzmanIncumbent,65.8%,"97,892",Justin Kuhnle,26.7%,"39,771",Marlin StutzmanIncumbent,67%,"187,872",Marlin A. Stutzman(R),65.0,"202,653",Kiley Adolph(D),31.4,"97,871",Jim Banks(R),65.3,"131,579",,,,Jim Banks(R),67.8,"220,989",Chip Coldiron(D),32.2,"104,762",Jim Banks(R),64.7,"158,927",Courtney Tritch(D),35.3,"86,610",Tommy Schrader,23%,"66,023",Kevin Boyd,33%,"92,363",Gary Snyder(D),30.1,"60,577",,,,Nathan Gotsch(Independent),4.7,"9,386",,,,,,,Pepper Snyder,6.9%,"19,828",,,,Scott Wise,7.5%,"11,130",,,,,,,,,,,,,,,,,,,,,,Jarrad Lancaster(L),3.5,"11,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,4,https://ballotpedia.org/Indiana's_4th_Congressional_District,Todd RokitaIncumbent,64.6%,"193,412",Todd RokitaIncumbent,66.9%,"94,998",John Dale,33.1%,"47,056",Todd RokitaIncumbent,62%,"168,688",Jim Baird(R),64.8,"209,794",Derrick Holder(D),30.9,"100,091",Jim Baird(R),68.2,"134,864",,,,Jim Baird(R),66.6,"225,531",Joe Mackey(D),33.4,"112,984",Jim Baird(R),64.1,"156,539",Tobi Beck(D),35.9,"87,824",John Dale,30.5%,"91,256",Tara Nelson,34.2%,"93,015",Roger Day(D),31.8,"62,834",,,,,,,,,,,,,Steven Mayoras,4.9%,"14,766",,,,,,,Benjamin J. Gehlhausen,3.9%,"10,565",,,,,,,,,,,,,,,,,,,Ashley Groff(L),4.2,"13,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,5,https://ballotpedia.org/Indiana's_5th_Congressional_District,Susan BrooksIncumbent,61.5%,"221,957",Susan BrooksIncumbent,65.2%,"105,277",Shawn Denney,30.8%,"49,756",Susan Brooks,58.4%,"194,570",Victoria Spartz(R),56.6,"203,293",Deborah A. Pickett(D),38.0,"136,554",Victoria Spartz(R),61.1,"146,575",,,,Victoria Spartz(R),50.0,"208,212",Christina Hale(D),45.9,"191,226",Susan Brooks(R),56.8,"180,035",Dee Thornton(D),43.2,"137,142",Angela Demaree,34.3%,"123,849",Scott Reske,37.6%,"125,347",Jeannine Lee Lake(D),38.9,"93,434",Ken Tucker(L),4.0,"16,788",,,,,,,,,,Matthew Wittlief,4.2%,"15,329",,,,John Krom,4%,"6,407",Chard Reid,4%,"13,442",,,,Robby Slaughter(Independent),2.7,"9,790",,,,,,,,,,,,,Lauri Shillings(L),2.7,"9,567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
